Orientation.of.counted.reads.relative.to.the.strand.location.of.the.annotation	Sequence.name	Source	Feature	Start	End	Score	Strand	Frame	Attributes	Harboring_replicate_1	Harboring_replicate_2	Harboring_replicate_3	Steady_state_replicate_1	Steady_state_replicate_2	Steady_state_replicate_3	baseMean	log2FoldChange	lfcSE	stat	pvalue	padj
sense	NC_007795.1	RefSeq	CDS	64265	65926	.	-	0	ID=cds-YP_498664.1;Parent=gene-SAOUHSC_00060;Dbxref=Genbank:YP_498664.1,GeneID:3919091;Name=YP_498664.1;Note=conserved hypothetical protein;gbkey=CDS;locus_tag=SAOUHSC_00060;product=hypothetical protein;protein_id=YP_498664.1;transl_table=11	12	36.5	28	591	4063	1190	187.008142534212	0.0634642572620712	0.578802983657451	0.109647425901368	0.912688996953457	0.965700393887513
sense	NC_007795.1	RefSeq	CDS	66252	68027	.	-	0	ID=cds-YP_498665.1;Parent=gene-SAOUHSC_00061;Dbxref=Genbank:YP_498665.1,GeneID:3919092;Name=YP_498665.1;Note=in group A Streptococci this protein was found to cross react with anti myosin antibodies and may play a role in rheumatic fever;gbkey=CDS;locus_tag=SAOUHSC_00061;product=myosin-cross-reactive antigen;protein_id=YP_498665.1;transl_table=11	0	4	3	526	7695.5	1091.5	109.006044034757	-3.33486359874892	0.755872189515497	-4.41194112576958	1.02447974056002e-05	0.000274788232634654
sense	NC_007795.1	RefSeq	CDS	68201	69073	.	-	0	ID=cds-YP_498666.1;Parent=gene-SAOUHSC_00062;Dbxref=Genbank:YP_498666.1,GeneID:3919093;Name=YP_498666.1;Note=conserved hypothetical protein;gbkey=CDS;locus_tag=SAOUHSC_00062;product=hypothetical protein;protein_id=YP_498666.1;transl_table=11	0	0	0	0	25	0	0.126147648569827	0.725566193900158	1.25586150237771	0.577743797804497	0.563437104708773	NA
sense	NC_007795.1	RefSeq	CDS	69186	70583	.	+	0	ID=cds-YP_498667.1;Parent=gene-SAOUHSC_00064;Dbxref=Genbank:YP_498667.1,GeneID:3919094;Name=YP_498667.1;Note=conserved hypothetical protein;gbkey=CDS;locus_tag=SAOUHSC_00064;product=hypothetical protein;protein_id=YP_498667.1;transl_table=11	0	0	0	5	244	31	2.20619459546145	-1.05075194502273	1.25984403392928	-0.834033353910945	0.404262188830188	0.661171357612516
sense	NC_007795.1	RefSeq	CDS	70773	71246	.	+	0	ID=cds-YP_498668.1;Parent=gene-SAOUHSC_00065;Dbxref=Genbank:YP_498668.1,GeneID:3919095;Name=YP_498668.1;Note=conserved hypothetical protein;gbkey=CDS;locus_tag=SAOUHSC_00065;product=hypothetical protein;protein_id=YP_498668.1;transl_table=11	0	1	0	34	358	86	7.07192068808446	-1.6078149190383	1.09662027894922	-1.46615464796885	0.142606160710384	0.365694108042297
sense	NC_007795.1	RefSeq	CDS	71508	73100	.	+	0	ID=cds-YP_498669.1;Parent=gene-SAOUHSC_00067;Dbxref=Genbank:YP_498669.1,GeneID:3919096;Name=YP_498669.1;Note=L-lactate permease;gbkey=CDS;locus_tag=SAOUHSC_00067;product=L-lactate permease;protein_id=YP_498669.1;transl_table=11	5	14	10	331.5	3737.33333333333	706.5	96.5383968364484	-0.656549812422865	0.600429476133908	-1.09346699074521	0.274188814431368	0.539439118204826
sense	NC_007795.1	RefSeq	CDS	73429	74979	.	-	0	ID=cds-YP_498670.1;Parent=gene-SAOUHSC_00069;Dbxref=Genbank:YP_498670.1,GeneID:3919448;Name=YP_498670.1;Note=protein A;gbkey=CDS;locus_tag=SAOUHSC_00069;product=protein A;protein_id=YP_498670.1;transl_table=11	2	5	7	22	1512.16666666667	56	28.0000107176367	0.646819305176638	0.849436728534474	0.761468492529855	0.44637729104492	0.693442418165849
sense	NC_007795.1	RefSeq	CDS	75400	76152	.	-	0	ID=cds-YP_498671.1;Parent=gene-SAOUHSC_00070;Dbxref=Genbank:YP_498671.1,GeneID:3919449;Name=YP_498671.1;Note=staphylococcal accessory regulator-like protein;gbkey=CDS;locus_tag=SAOUHSC_00070;product=accessory regulator-like protein;protein_id=YP_498671.1;transl_table=11	3	10	12	174	840.5	369	55.4549915270594	0.253463239056569	0.686639759954108	0.369135686336471	0.712026590509041	0.862002101047555
sense	NC_007795.1	RefSeq	CDS	76521	77435	.	-	0	ID=cds-YP_498672.1;Parent=gene-SAOUHSC_00071;Dbxref=Genbank:YP_498672.1,GeneID:3919450;Name=YP_498672.1;Note=lipoprotein%2C SirC%2C putative;gbkey=CDS;locus_tag=SAOUHSC_00071;product=lipoprotein SirC;protein_id=YP_498672.1;transl_table=11	8	28	20	615	2363.5	941	148.937221447968	-0.201832409142704	0.670234811891676	-0.30113686362105	0.763310131804638	0.889225082926867
sense	NC_007795.1	RefSeq	CDS	77516	78511	.	-	0	ID=cds-YP_498673.1;Parent=gene-SAOUHSC_00072;Dbxref=Genbank:YP_498673.1,GeneID:3919451;Name=YP_498673.1;Note=lipoprotein%2C SirB%2C putative;gbkey=CDS;locus_tag=SAOUHSC_00072;product=lipoprotein SirB;protein_id=YP_498673.1;transl_table=11	0	0	1	13.5	2493.5	47.5	15.6619211412984	-2.41629441330283	1.15461794769061	-2.09272202821353	NA	NA
sense	NC_007795.1	RefSeq	CDS	78527	79519	.	-	0	ID=cds-YP_498674.1;Parent=gene-SAOUHSC_00074;Dbxref=Genbank:YP_498674.1,GeneID:3919452;Name=YP_498674.1;Note=periplasmic binding protein%2C putative;gbkey=CDS;locus_tag=SAOUHSC_00074;product=periplasmic binding protein;protein_id=YP_498674.1;transl_table=11	1	5	11	221.5	25160.1666666667	1030.5	182.825223068661	-2.71055007873274	0.848373160757668	-3.19499744229531	0.00139832079784064	0.0145497689913246
sense	NC_007795.1	RefSeq	CDS	79885	80730	.	+	0	ID=cds-YP_498675.1;Parent=gene-SAOUHSC_00075;Dbxref=Genbank:YP_498675.1,GeneID:3919453;Name=YP_498675.1;Note=conserved hypothetical protein;gbkey=CDS;locus_tag=SAOUHSC_00075;product=2%2C3-diaminopropionate biosynthesis protein SbnA;protein_id=YP_498675.1;transl_table=11	0	2	1.5	7	11615.3333333333	42.5	63.8069540991859	-2.81954171808365	1.14910791520808	-2.45367878923112	NA	NA
sense	NC_007795.1	RefSeq	CDS	80727	81737	.	+	0	ID=cds-YP_498676.1;Parent=gene-SAOUHSC_00076;Dbxref=Genbank:YP_498676.1,GeneID:3919454;Name=YP_498676.1;Note=ornithine cyclodeaminase%2C putative;gbkey=CDS;locus_tag=SAOUHSC_00076;product=2%2C3-diaminopropionate biosynthesis protein SbnB;protein_id=YP_498676.1;transl_table=11	0	0	0.5	9	13367.5	37	68.8700625124429	-2.40536455626263	1.34496905431723	-1.7884162825469	NA	NA
sense	NC_007795.1	RefSeq	CDS	81758	83512	.	+	0	ID=cds-YP_498677.1;Parent=gene-SAOUHSC_00077;Dbxref=Genbank:YP_498677.1,GeneID:3919455;Name=YP_498677.1;Note=conserved hypothetical protein;gbkey=CDS;locus_tag=SAOUHSC_00077;product=hypothetical protein;protein_id=YP_498677.1;transl_table=11	0	3	1	8	17137.25	37	91.5007077524513	-3.20556542168891	1.1659405834328	-2.74933857457039	NA	NA
sense	NC_007795.1	RefSeq	CDS	83505	84761	.	+	0	ID=cds-YP_498678.1;Parent=gene-SAOUHSC_00078;Dbxref=Genbank:YP_498678.1,GeneID:3919456;Name=YP_498678.1;Note=conserved hypothetical protein;gbkey=CDS;locus_tag=SAOUHSC_00078;product=hypothetical protein;protein_id=YP_498678.1;transl_table=11	0	3	0	4	7634.5	30	42.043799440233	-1.92468162695917	1.3412370427906	-1.43500482431849	NA	NA
sense	NC_007795.1	RefSeq	CDS	84751	86487	.	+	0	ID=cds-YP_498679.1;Parent=gene-SAOUHSC_00079;Dbxref=Genbank:YP_498679.1,GeneID:3919457;Name=YP_498679.1;Note=conserved hypothetical protein;gbkey=CDS;locus_tag=SAOUHSC_00079;product=hypothetical protein;protein_id=YP_498679.1;transl_table=11	0	1	1	12	14065.75	62.5	75.0218580076465	-3.60878350621183	1.16177064080876	-3.10627879501208	NA	NA
sense	NC_007795.1	RefSeq	CDS	86396	88246	.	+	0	ID=cds-YP_498680.1;Parent=gene-SAOUHSC_00080;Dbxref=Genbank:YP_498680.1,GeneID:3919458;Name=YP_498680.1;Note=conserved hypothetical protein;gbkey=CDS;locus_tag=SAOUHSC_00080;product=hypothetical protein;protein_id=YP_498680.1;transl_table=11	0	2.5	2	8.5	15889	46	85.5285318116157	-3.13314435106276	1.15347625782894	-2.71626254099061	NA	NA
sense	NC_007795.1	RefSeq	CDS	88221	88997	.	+	0	ID=cds-YP_498681.1;Parent=gene-SAOUHSC_00081;Dbxref=Genbank:YP_498681.1,GeneID:3919459;Name=YP_498681.1;Note=conserved hypothetical protein;gbkey=CDS;locus_tag=SAOUHSC_00081;product=hypothetical protein;protein_id=YP_498681.1;transl_table=11	0	1.5	0	3.5	9436	14.5	49.9651199437136	-2.14926792432017	1.34585545361042	-1.59695301494265	NA	NA
sense	NC_007795.1	RefSeq	CDS	88997	90199	.	+	0	ID=cds-YP_498682.1;Parent=gene-SAOUHSC_00082;Dbxref=Genbank:YP_498682.1,GeneID:3919460;Name=YP_498682.1;Note=conserved hypothetical protein;gbkey=CDS;locus_tag=SAOUHSC_00082;product=hypothetical protein;protein_id=YP_498682.1;transl_table=11	0	2	4	16	16521	50	91.5487681152087	-2.83318121752346	1.12541057753764	-2.51746453611833	NA	NA
sense	NC_007795.1	RefSeq	CDS	90203	90967	.	+	0	ID=cds-YP_498683.1;Parent=gene-SAOUHSC_00083;Dbxref=Genbank:YP_498683.1,GeneID:3919461;Name=YP_498683.1;Note=conserved hypothetical protein;gbkey=CDS;locus_tag=SAOUHSC_00083;product=hypothetical protein;protein_id=YP_498683.1;transl_table=11	0	1	3	23.5	8955.5	94.5	52.9061306730059	-2.68850104039728	1.08357310118959	-2.48114413088119	NA	NA
sense	NC_007795.1	RefSeq	CDS	91163	91570	.	+	0	ID=cds-YP_498685.1;Parent=gene-SAOUHSC_00084;Dbxref=Genbank:YP_498685.1,GeneID:3919462;Name=YP_498685.1;Note=conserved hypothetical protein;gbkey=CDS;locus_tag=SAOUHSC_00084;product=hypothetical protein;protein_id=YP_498685.1;transl_table=11	0	1	0	43	408	158	9.37097370228059	-1.99335410131598	1.06981249076447	-1.8632742826657	0.062423686466874	0.214659229531387
sense	NC_007795.1	RefSeq	CDS	91620	92246	.	+	0	ID=cds-YP_498686.1;Parent=gene-SAOUHSC_00085;Dbxref=Genbank:YP_498686.1,GeneID:3919463;Name=YP_498686.1;Note=conserved hypothetical protein;gbkey=CDS;locus_tag=SAOUHSC_00085;product=hypothetical protein;protein_id=YP_498686.1;transl_table=11	0	0	4	53	967	160	16.362781731848	-1.14228521244804	0.933925220895024	-1.22310136496082	0.221291413153621	0.475859269787209
sense	NC_007795.1	RefSeq	CDS	92458	93234	.	+	0	ID=cds-YP_498687.1;Parent=gene-SAOUHSC_00086;Dbxref=Genbank:YP_498687.1,GeneID:3919464;Name=YP_498687.1;Note=3-ketoacyl-acyl carrier protein reductase%2C putative;gbkey=CDS;locus_tag=SAOUHSC_00086;product=acetoin reductase;protein_id=YP_498687.1;transl_table=11	11	33	28	2958.5	45393	3245.66666666667	624.292213049241	-2.41435249884668	0.639163911552517	-3.77736047860127	0.00015849924341918	0.00262066557269796
sense	NC_007795.1	RefSeq	CDS	93378	93500	.	+	0	ID=cds-YP_498688.1;Parent=gene-SAOUHSC_00087;Dbxref=Genbank:YP_498688.1,GeneID:3919465;Name=YP_498688.1;Note=conserved hypothetical protein;gbkey=CDS;locus_tag=SAOUHSC_00087;product=hypothetical protein;protein_id=YP_498688.1;transl_table=11	0	0	0	0	0	0	0	NA	NA	NA	NA	NA
sense	NC_007795.1	RefSeq	CDS	93570	94550	.	+	0	ID=cds-YP_498689.1;Parent=gene-SAOUHSC_00088;Dbxref=Genbank:YP_498689.1,GeneID:3919466;Name=YP_498689.1;Note=conserved hypothetical protein;gbkey=CDS;locus_tag=SAOUHSC_00088;product=hypothetical protein;protein_id=YP_498689.1;transl_table=11	0	1	0	5	136	18.5	2.31033562797872	0.0241139418656888	1.22494513941316	0.0196857321114326	0.984294072701298	0.995108465628217
sense	NC_007795.1	RefSeq	CDS	94513	95205	.	+	0	ID=cds-YP_498690.1;Parent=gene-SAOUHSC_00089;Dbxref=Genbank:YP_498690.1,GeneID:3919800;Name=YP_498690.1;Note=conserved hypothetical protein;gbkey=CDS;locus_tag=SAOUHSC_00089;product=hypothetical protein;protein_id=YP_498690.1;transl_table=11	0	0	0	3	101.5	7.5	0.908767733775734	-0.145728760425661	1.33627689967474	-0.109055810559273	0.913158223835487	NA
sense	NC_007795.1	RefSeq	CDS	95415	96581	.	+	0	ID=cds-YP_498691.1;Parent=gene-SAOUHSC_00090;Dbxref=Genbank:YP_498691.1,GeneID:3919801;Name=YP_498691.1;Note=conserved hypothetical protein;gbkey=CDS;locus_tag=SAOUHSC_00090;product=hypothetical protein;protein_id=YP_498691.1;transl_table=11	0	0	0	6	113	11	1.26830576277564	-0.447991890908441	1.31084861570818	-0.341757152992389	0.732533657009538	NA
sense	NC_007795.1	RefSeq	CDS	96562	97800	.	+	0	ID=cds-YP_498692.1;Parent=gene-SAOUHSC_00091;Dbxref=Genbank:YP_498692.1,GeneID:3919802;Name=YP_498692.1;Note=conserved hypothetical protein;gbkey=CDS;locus_tag=SAOUHSC_00091;product=hypothetical protein;protein_id=YP_498692.1;transl_table=11	0	1	0	7	176.5	20.5	2.71486057477656	-0.235828377919723	1.20872519282723	-0.195105040681841	0.845310716517257	0.934331533732902
sense	NC_007795.1	RefSeq	CDS	97790	99220	.	+	0	ID=cds-YP_498693.1;Parent=gene-SAOUHSC_00092;Dbxref=Genbank:YP_498693.1,GeneID:3919803;Name=YP_498693.1;Note=conserved hypothetical protein;gbkey=CDS;locus_tag=SAOUHSC_00092;product=hypothetical protein;protein_id=YP_498693.1;transl_table=11	0.5	5.5	3.5	17	237	73.5	13.4297595543897	1.37418072694855	0.799309954789483	1.71920882345382	0.0855763547579694	0.261728600440978
sense	NC_007795.1	RefSeq	CDS	99488	100087	.	+	0	ID=cds-YP_498694.1;Parent=gene-SAOUHSC_00093;Dbxref=Genbank:YP_498694.1,GeneID:3919804;Name=YP_498694.1;Note=superoxide dismutase%2C putative;gbkey=CDS;locus_tag=SAOUHSC_00093;product=superoxide dismutase;protein_id=YP_498694.1;transl_table=11	12	38	29	475	5411	2818	216.277033177583	-0.24936517418772	0.522150264023021	-0.477573586320597	0.632953734441523	0.821478663947225
sense	NC_007795.1	RefSeq	CDS	100455	101054	.	+	0	ID=cds-YP_498695.1;Parent=gene-SAOUHSC_00094;Dbxref=Genbank:YP_498695.1,GeneID:3919805;Name=YP_498695.1;Note=conserved hypothetical protein;gbkey=CDS;locus_tag=SAOUHSC_00094;product=hypothetical protein;protein_id=YP_498695.1;transl_table=11	20	64	57	162.5	3970.5	1878	241.406633351331	1.308637792058	0.546415548060564	2.39494977165795	0.0166226422208041	0.088385591015465
sense	NC_007795.1	RefSeq	CDS	101370	102125	.	-	0	ID=cds-YP_498696.1;Parent=gene-SAOUHSC_00096;Dbxref=Genbank:YP_498696.1,GeneID:3919806;Name=YP_498696.1;Note=transcriptional regulator%2C GntR family%2C putative;gbkey=CDS;locus_tag=SAOUHSC_00096;product=GntR family transcriptional regulator;protein_id=YP_498696.1;transl_table=11	0	5	5	68	1015	244	24.8303009429454	-0.371040114906214	0.73985062003403	-0.501506797262869	0.616014495282685	0.810683230150734
sense	NC_007795.1	RefSeq	CDS	102361	103068	.	+	0	ID=cds-YP_498698.1;Parent=gene-SAOUHSC_00097;Dbxref=Genbank:YP_498698.1,GeneID:3919807;Name=YP_498698.1;Note=catalyzes the reversible phosphorolysis of ribonucleosides and 2'- deoxyribonucleosides to the free base and (2'-deoxy)ribose-1- phosphate;gbkey=CDS;locus_tag=SAOUHSC_00097;product=purine nucleoside phosphorylase;protein_id=YP_498698.1;transl_table=11	12	26	32	13	125.5	140.5	95.4171140299434	4.125195355058	0.659614927468177	6.25394481427503	4.00212480804842e-10	4.60053775553756e-08
sense	NC_007795.1	RefSeq	CDS	103075	104427	.	+	0	ID=cds-YP_498699.1;Parent=gene-SAOUHSC_00099;Dbxref=Genbank:YP_498699.1,GeneID:3919808;Name=YP_498699.1;Note=conserved hypothetical protein;gbkey=CDS;locus_tag=SAOUHSC_00099;product=hypothetical protein;protein_id=YP_498699.1;transl_table=11	7	21	28	30	433.5	150.5	75.4950676578618	3.0805130002351	0.545407149166162	5.64809794837619	1.6223274150403e-08	1.18675708482039e-06
sense	NC_007795.1	RefSeq	CDS	104508	105170	.	+	0	ID=cds-YP_498700.1;Parent=gene-SAOUHSC_00100;Dbxref=Genbank:YP_498700.1,GeneID:3919809;Name=YP_498700.1;Note=catalyzes the formation of D-glyceraldehyde 3-phosphate and acetaldehyde from 2-deoxy-D-ribose-5-phosphate;gbkey=CDS;locus_tag=SAOUHSC_00100;product=2-deoxyribose-5-phosphate aldolase;protein_id=YP_498700.1;transl_table=11	11.5	27	20	228.5	5380	1086.5	145.211151499414	0.223865902633757	0.527963615970579	0.424017670653715	0.67155292624879	0.839162828743528
sense	NC_007795.1	RefSeq	CDS	105198	106376	.	+	0	ID=cds-YP_498701.1;Parent=gene-SAOUHSC_00101;Dbxref=Genbank:YP_498701.1,GeneID:3919810;Name=YP_498701.1;Note=catalyzes the transfer of phosphate between the C1 and C5 carbons of pentose;gbkey=CDS;locus_tag=SAOUHSC_00101;product=phosphopentomutase;protein_id=YP_498701.1;transl_table=11	9	33.5	46.5	226	6730	1429.5	182.75427259223	0.408908299363841	0.545625805482579	0.749429911956203	0.453598127847152	0.696264129466647
sense	NC_007795.1	RefSeq	CDS	106507	107322	.	-	0	ID=cds-YP_498702.1;Parent=gene-SAOUHSC_00102;Dbxref=Genbank:YP_498702.1,GeneID:3919811;Name=YP_498702.1;Note=phosphonates ABC transporter%2C permease protein CC0363%2C putative;gbkey=CDS;locus_tag=SAOUHSC_00102;product=phosphonates ABC transporter permease;protein_id=YP_498702.1;transl_table=11	0	0	0	0	84	5	0.513908363176282	0.209680099248851	1.31368246589941	0.159612467009137	0.873186357642317	NA
sense	NC_007795.1	RefSeq	CDS	107319	108119	.	-	0	ID=cds-YP_498703.1;Parent=gene-SAOUHSC_00103;Dbxref=Genbank:YP_498703.1,GeneID:3919812;Name=YP_498703.1;Note=phosphonates ABC transporter%2C permease protein CC0363%2C putative;gbkey=CDS;locus_tag=SAOUHSC_00103;product=phosphonates ABC transporter permease;protein_id=YP_498703.1;transl_table=11	0	0	0	4	40.5	2	0.571192750291295	0.213138574598243	1.34663493781487	0.158274947881639	0.874240147995303	NA
sense	NC_007795.1	RefSeq	CDS	108121	108894	.	-	0	ID=cds-YP_498704.1;Parent=gene-SAOUHSC_00104;Dbxref=Genbank:YP_498704.1,GeneID:3919813;Name=YP_498704.1;Note=amino acid ABC transporter%2C ATP-binding protein%2C putative;gbkey=CDS;locus_tag=SAOUHSC_00104;product=amino acid ABC transporter ATP-binding protein;protein_id=YP_498704.1;transl_table=11	0	0	0	5	90.5	5	0.960853307566673	-0.182318535963992	1.33521791923136	-0.136545902611123	0.891389739297915	NA
sense	NC_007795.1	RefSeq	CDS	109108	110064	.	-	0	ID=cds-YP_498705.1;Parent=gene-SAOUHSC_00105;Dbxref=Genbank:YP_498705.1,GeneID:3919814;Name=YP_498705.1;Note=phosphonate ABC transporter%2C substrate-binding protein%2C putative;gbkey=CDS;locus_tag=SAOUHSC_00105;product=phosphonate ABC transporter substrate-binding protein;protein_id=YP_498705.1;transl_table=11	1	1	0	34	201	37	8.29155547034285	-0.560930583301033	1.07267942343244	-0.522924716413525	0.601026643783587	0.799822667085766
sense	NC_007795.1	RefSeq	CDS	110293	111837	.	+	0	ID=cds-YP_498706.1;Parent=gene-SAOUHSC_00106;Dbxref=Genbank:YP_498706.1,GeneID:3919815;Name=YP_498706.1;Note=conserved hypothetical protein;gbkey=CDS;locus_tag=SAOUHSC_00106;product=hypothetical protein;protein_id=YP_498706.1;transl_table=11	0	2	0	26	310	18.5	5.82156995939721	-0.56681438521709	1.13310325174655	-0.50023189355728	0.616911803557125	0.810683230150734
sense	NC_007795.1	RefSeq	CDS	111888	113423	.	+	0	ID=cds-YP_498707.1;Parent=gene-SAOUHSC_00107;Dbxref=Genbank:YP_498707.1,GeneID:3919816;Name=YP_498707.1;Note=conserved hypothetical protein;gbkey=CDS;locus_tag=SAOUHSC_00107;product=hypothetical protein;protein_id=YP_498707.1;transl_table=11	6	5	4	56	1920	117.5	42.4473918003634	0.431333815716827	0.791002942434029	0.545299887747005	0.585547281302683	0.791723482097983
sense	NC_007795.1	RefSeq	CDS	113507	113710	.	+	0	ID=cds-YP_498708.1;Parent=gene-SAOUHSC_00108;Dbxref=Genbank:YP_498708.1,GeneID:3919817;Name=YP_498708.1;Note=conserved hypothetical protein;gbkey=CDS;locus_tag=SAOUHSC_00108;product=hypothetical protein;protein_id=YP_498708.1;transl_table=11	0	0	2	0	7	7	2.25390523376256	2.54677432544065	1.28838602856353	1.97671681388858	0.0480736491608001	0.180201535829459
sense	NC_007795.1	RefSeq	CDS	114083	114568	.	+	0	ID=cds-YP_498709.1;Parent=gene-SAOUHSC_00109;Dbxref=Genbank:YP_498709.1,GeneID:3919818;Name=YP_498709.1;Note=replication initiation protein%2C putative;gbkey=CDS;locus_tag=SAOUHSC_00109;product=replication initiation protein;protein_id=YP_498709.1;transl_table=11	0	4	0	17	199	48	6.81825238929909	0.36603910258325	1.03324809384492	0.354260612493508	0.723143582791492	0.869356876921644
sense	NC_007795.1	RefSeq	CDS	114927	115214	.	+	0	ID=cds-YP_498711.1;Parent=gene-SAOUHSC_00111;Dbxref=Genbank:YP_498711.1,GeneID:3919820;Name=YP_498711.1;gbkey=CDS;locus_tag=SAOUHSC_00111;product=hypothetical protein;protein_id=YP_498711.1;transl_table=11	0	7	4	39	203.5	177	17.834901895419	0.630851763958277	0.839523484463447	0.751440282056511	0.452387727717013	0.696264129466647
sense	NC_007795.1	RefSeq	CDS	116538	119147	.	+	0	ID=cds-YP_498713.1;Parent=gene-SAOUHSC_00113;Dbxref=Genbank:YP_498713.1,GeneID:3919822;Name=YP_498713.1;Note=alcohol dehydrogenase%2C iron-containing%2C putative;gbkey=CDS;locus_tag=SAOUHSC_00113;product=bifunctional acetaldehyde-CoA/alcohol dehydrogenase;protein_id=YP_498713.1;transl_table=11	7	16	17	2525	106466	4387.5	878.843967615344	-3.69576414074878	0.713066201903349	-5.18291868396493	2.18440290996204e-07	9.7650900456451e-06
sense	NC_007795.1	RefSeq	CDS	119492	120160	.	+	0	ID=cds-YP_498714.1;Parent=gene-SAOUHSC_00114;Dbxref=Genbank:YP_498714.1,GeneID:3919823;Name=YP_498714.1;Note=capsular polysaccharide biosynthesis protein%2C putative;gbkey=CDS;locus_tag=SAOUHSC_00114;product=capsular polysaccharide biosynthesis protein;protein_id=YP_498714.1;transl_table=11	0	3	5	771.5	15507.6666666667	752	164.010523100696	-3.6403806622768	0.835214566921125	-4.35861730201431	1.30886762061025e-05	0.000339742627543348
sense	NC_007795.1	RefSeq	CDS	120176	120862	.	+	0	ID=cds-YP_498715.1;Parent=gene-SAOUHSC_00115;Dbxref=Genbank:YP_498715.1,GeneID:3919824;Name=YP_498715.1;Note=capsular polysaccharide synthesis enzyme Cap5B;gbkey=CDS;locus_tag=SAOUHSC_00115;product=capsular polysaccharide biosynthesis protein Cap5B;protein_id=YP_498715.1;transl_table=11	1	3	4	428	11009.25	341.5	107.105943257702	-2.92459099197535	0.848114017087001	-3.44834648768143	0.000564029986285388	0.00694677748414759
sense	NC_007795.1	RefSeq	CDS	120865	121629	.	+	0	ID=cds-YP_498716.1;Parent=gene-SAOUHSC_00116;Dbxref=Genbank:YP_498716.1,GeneID:3919825;Name=YP_498716.1;Note=capsular polysaccharide synthesis enzyme Cap8C;gbkey=CDS;locus_tag=SAOUHSC_00116;product=capsular polysaccharide biosynthesis protein Cap8C;protein_id=YP_498716.1;transl_table=11	0	0	3	264.5	5958.58333333333	172	58.305267539092	-3.22942757358487	1.00028857472604	-3.22849591126177	0.0012444303782041	0.0131181438121603
